,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
55897,1125068,3475,prior,55,4,9,2.0
55898,2463457,3475,prior,56,2,17,5.0
55899,2929408,3475,prior,57,5,11,3.0
55900,308479,3475,prior,58,2,11,4.0
55901,1951911,3475,prior,59,2,14,0.0
55902,2182680,3475,prior,60,4,9,2.0
55903,1639014,3475,prior,61,3,10,6.0
55904,2248026,3475,prior,62,2,15,6.0
55905,984591,3475,prior,63,1,8,6.0
55906,1333357,3475,prior,64,2,8,1.0
55907,606124,3475,prior,65,5,18,3.0
55908,326810,3475,prior,66,2,9,4.0
55909,1597355,3475,prior,67,2,12,0.0
55910,2228039,3475,prior,68,3,13,1.0
55911,931207,3475,prior,69,2,13,6.0
55912,2410257,3475,prior,70,3,11,1.0
55913,2129225,3475,prior,71,2,11,6.0
55914,1092330,3475,prior,72,3,15,1.0
55915,1594325,3475,prior,73,1,9,5.0
55916,88013,3475,prior,74,4,8,3.0
55917,1008941,3475,prior,75,4,13,0.0
55918,1502112,3475,prior,76,4,19,0.0
55919,2894743,3475,prior,77,5,14,1.0
55920,2335901,3475,prior,78,2,12,4.0
55921,2096410,3475,prior,79,2,11,7.0
55922,289750,3475,prior,80,3,16,1.0
55923,231486,3475,prior,81,4,10,1.0
55924,2889333,3475,prior,82,1,11,4.0
55925,106610,3475,prior,83,2,16,1.0
55926,1438410,3475,prior,84,4,10,2.0
55927,117418,3475,prior,85,2,10,5.0
55928,2058595,3475,prior,86,1,12,6.0
55929,1610865,3475,prior,87,2,10,1.0
55930,3081801,3475,prior,88,2,12,0.0
55931,2321318,3475,prior,89,4,11,2.0
55932,1550844,3475,prior,90,1,11,4.0
55933,1782649,3475,prior,91,2,10,1.0
55934,2432408,3475,prior,92,4,12,2.0
55935,2105617,3475,test,93,5,11,1.0
55936,1377152,3476,prior,1,4,4,
55937,2773409,3476,prior,2,5,8,8.0
55938,2309084,3476,prior,3,4,17,6.0
55939,937251,3476,test,4,1,3,4.0
55940,1795677,3477,prior,1,2,11,
55941,3155491,3477,prior,2,3,10,8.0
55942,262150,3477,prior,3,2,16,6.0
55943,1296991,3477,prior,4,1,23,6.0
55944,774047,3477,prior,5,0,22,6.0
55945,1771896,3477,prior,6,3,6,10.0
55946,2717202,3477,prior,7,0,20,4.0
55947,1940447,3477,train,8,1,9,8.0
55948,1695263,3478,prior,1,5,15,
55949,338682,3478,prior,2,6,18,15.0
55950,801513,3478,prior,3,3,13,11.0
55951,236053,3478,prior,4,6,16,10.0
55952,1663722,3478,prior,5,0,14,15.0
55953,3177333,3478,prior,6,2,16,16.0
55954,1037749,3478,prior,7,5,17,24.0
55955,2966865,3478,prior,8,6,17,22.0
55956,1006364,3478,prior,9,5,15,20.0
55957,2695139,3478,prior,10,0,14,16.0
55958,3143940,3478,train,11,6,17,13.0
55959,3321741,3479,prior,1,5,13,
55960,1125787,3479,prior,2,4,11,30.0
55961,722106,3479,prior,3,4,11,0.0
55962,705418,3479,train,4,6,13,2.0
55963,3136125,3480,prior,1,5,16,
55964,3162517,3480,prior,2,2,17,4.0
55965,1212052,3480,prior,3,6,19,4.0
55966,2362118,3480,prior,4,3,13,30.0
55967,1921269,3480,prior,5,6,13,3.0
55968,2253890,3480,prior,6,4,12,12.0
55969,529978,3480,prior,7,0,15,10.0
55970,3289391,3480,prior,8,1,16,30.0
55971,2803593,3480,prior,9,5,13,25.0
55972,699712,3480,train,10,5,15,14.0
55973,208724,3481,prior,1,0,11,
55974,3052612,3481,prior,2,0,10,21.0
55975,1055783,3481,prior,3,5,15,5.0
55976,2200107,3481,prior,4,3,13,19.0
55977,2869884,3481,prior,5,5,15,9.0
55978,17001,3481,prior,6,0,10,9.0
55979,2995438,3481,prior,7,3,18,10.0
55980,124492,3481,prior,8,6,21,3.0
55981,1322569,3481,prior,9,6,12,7.0
55982,2909473,3481,prior,10,3,18,11.0
55983,1465404,3481,prior,11,0,14,4.0
55984,868266,3481,prior,12,6,0,27.0
55985,1385330,3481,prior,13,1,18,16.0
55986,296575,3481,prior,14,0,15,20.0
55987,892221,3481,prior,15,6,17,13.0
55988,1152165,3481,prior,16,3,20,18.0
55989,481308,3481,prior,17,6,10,10.0
55990,2793308,3481,prior,18,0,16,8.0
55991,3281532,3481,prior,19,0,15,7.0
55992,2037959,3481,prior,20,0,15,14.0
55993,1983718,3481,prior,21,0,17,7.0
55994,2454893,3481,prior,22,6,13,20.0
55995,3289791,3481,prior,23,6,20,7.0
55996,2155977,3481,prior,24,5,18,27.0
55997,1894175,3481,prior,25,0,19,9.0
55998,889725,3481,prior,26,0,9,7.0
55999,633957,3481,prior,27,0,10,7.0
56000,2043128,3481,prior,28,6,9,20.0
56001,1543265,3481,prior,29,6,17,7.0
56002,2776353,3481,prior,30,0,13,8.0
56003,2999648,3481,prior,31,0,15,7.0
56004,1667199,3481,train,32,6,22,6.0
56005,2100427,3482,prior,1,2,16,
56006,1143015,3482,prior,2,3,10,1.0
56007,1061640,3482,prior,3,2,17,6.0
56008,1179449,3482,prior,4,4,16,9.0
56009,1475766,3482,prior,5,1,17,18.0
56010,2416269,3482,prior,6,5,10,4.0
56011,830086,3482,prior,7,2,12,11.0
56012,755546,3482,prior,8,4,17,2.0
56013,681439,3482,prior,9,1,10,11.0
56014,640382,3482,prior,10,1,17,0.0
56015,1185503,3482,prior,11,0,16,6.0
56016,498128,3482,prior,12,1,11,8.0
56017,3250309,3482,prior,13,6,12,30.0
56018,1425851,3482,prior,14,2,15,17.0
56019,2135484,3482,prior,15,2,16,7.0
56020,2413673,3482,prior,16,2,16,7.0
56021,605670,3482,prior,17,1,15,30.0
56022,3372474,3482,prior,18,4,9,30.0
56023,2948527,3482,prior,19,4,16,28.0
56024,2883445,3482,prior,20,0,10,30.0
56025,2839548,3482,prior,21,2,10,9.0
56026,2021139,3482,test,22,5,17,17.0
56027,1426657,3483,prior,1,3,7,
56028,2068167,3483,prior,2,6,11,30.0
56029,982507,3483,prior,3,6,20,30.0
56030,1095902,3483,prior,4,0,8,30.0
56031,2637069,3483,prior,5,0,10,30.0
56032,3145116,3483,train,6,0,15,30.0
56033,2900771,3484,prior,1,5,8,
56034,43628,3484,prior,2,3,13,5.0
56035,397301,3484,prior,3,4,22,8.0
56036,1739653,3484,prior,4,3,17,13.0
56037,2871273,3484,prior,5,0,17,4.0
56038,2377079,3484,prior,6,0,12,7.0
56039,2586189,3484,prior,7,1,18,1.0
56040,686130,3484,prior,8,5,11,4.0
56041,2904469,3484,prior,9,4,22,6.0
56042,596267,3484,prior,10,5,14,8.0
56043,3404587,3484,prior,11,5,13,7.0
56044,3139810,3484,prior,12,4,11,6.0
56045,1276585,3484,prior,13,2,19,5.0
56046,358778,3484,prior,14,1,12,6.0
56047,1487201,3484,prior,15,4,9,3.0
56048,258840,3484,prior,16,0,18,3.0
56049,1293527,3484,prior,17,4,1,25.0
56050,72128,3484,prior,18,5,13,8.0
56051,2675684,3484,prior,19,3,21,5.0
56052,1488720,3484,prior,20,0,12,4.0
56053,2314229,3484,prior,21,2,10,9.0
56054,454692,3484,prior,22,5,17,3.0
56055,3191150,3484,prior,23,1,10,3.0
56056,1524122,3484,prior,24,5,18,4.0
56057,254169,3484,prior,25,5,14,7.0
56058,3185605,3484,prior,26,4,0,6.0
56059,2536154,3484,prior,27,5,15,1.0
56060,1799271,3484,prior,28,4,15,6.0
56061,32762,3484,prior,29,5,6,1.0
56062,213666,3484,prior,30,6,20,8.0
56063,397668,3484,prior,31,5,17,6.0
56064,181328,3484,prior,32,0,11,2.0
56065,84271,3484,prior,33,5,14,5.0
56066,2806379,3484,prior,34,0,19,2.0
56067,2807815,3484,prior,35,1,8,1.0
56068,570076,3484,prior,36,6,20,5.0
56069,358629,3484,prior,37,3,22,4.0
56070,700423,3484,prior,38,0,20,4.0
56071,2731592,3484,prior,39,2,23,2.0
56072,1686013,3484,prior,40,5,7,3.0
56073,1529514,3484,prior,41,4,17,13.0
56074,862171,3484,prior,42,2,7,5.0
56075,1059645,3484,prior,43,4,16,2.0
56076,65808,3484,prior,44,0,17,3.0
56077,522799,3484,prior,45,5,11,5.0
56078,2240877,3484,prior,46,2,9,4.0
56079,1429372,3484,prior,47,4,8,2.0
56080,1631859,3484,prior,48,0,20,10.0
56081,610183,3484,prior,49,4,21,4.0
56082,1960739,3484,prior,50,4,17,7.0
56083,2660393,3484,prior,51,3,15,6.0
56084,49608,3484,prior,52,4,15,8.0
56085,1181363,3484,prior,53,1,8,4.0
56086,1736262,3484,prior,54,5,14,4.0
56087,1417200,3484,prior,55,4,17,6.0
56088,2944623,3484,prior,56,1,22,4.0
56089,2076498,3484,prior,57,5,7,11.0
56090,2674445,3484,prior,58,3,18,5.0
56091,2121195,3484,prior,59,5,10,2.0
56092,934329,3484,prior,60,5,14,7.0
56093,3419598,3484,prior,61,1,20,24.0
56094,472037,3484,prior,62,5,7,4.0
56095,3009923,3484,test,63,3,20,12.0
56096,3009224,3485,prior,1,0,13,
56097,2454061,3485,prior,2,0,15,7.0
56098,244607,3485,prior,3,6,14,6.0
56099,392027,3485,prior,4,1,11,16.0
56100,1920959,3485,prior,5,6,11,5.0
56101,1366925,3485,prior,6,0,7,15.0
56102,1255986,3485,prior,7,5,13,5.0
56103,2072511,3485,prior,8,2,13,11.0
56104,433219,3485,prior,9,0,13,5.0
56105,2945044,3485,prior,10,5,22,5.0
56106,2419446,3485,prior,11,0,14,16.0
56107,1267206,3485,prior,12,6,7,6.0
56108,2144545,3485,prior,13,2,21,3.0
56109,1398791,3485,prior,14,6,21,4.0
56110,1521541,3485,prior,15,3,20,11.0
56111,744423,3485,prior,16,0,9,4.0
56112,1844910,3485,prior,17,6,14,6.0
56113,838213,3485,prior,18,4,10,12.0
56114,2219329,3485,prior,19,6,13,16.0
56115,2083691,3485,prior,20,3,10,18.0
56116,2672937,3485,prior,21,6,22,10.0
56117,2234929,3485,prior,22,0,15,8.0
56118,605942,3485,prior,23,0,15,7.0
56119,2246662,3485,prior,24,0,11,7.0
56120,3074649,3485,prior,25,5,7,5.0
56121,1541289,3485,prior,26,6,16,8.0
56122,2139335,3485,prior,27,5,19,20.0
56123,1404244,3485,prior,28,0,0,9.0
56124,3064779,3485,prior,29,6,22,6.0
56125,3221502,3485,prior,30,6,22,0.0
56126,1333728,3485,prior,31,6,18,14.0
56127,1412916,3485,prior,32,0,9,8.0
56128,1886299,3485,prior,33,6,20,6.0
56129,9352,3485,prior,34,6,6,7.0
56130,2878197,3485,prior,35,1,17,9.0
56131,1547580,3485,prior,36,6,22,5.0
56132,1091863,3485,prior,37,6,21,14.0
56133,466246,3485,prior,38,6,16,14.0
56134,1099687,3485,prior,39,6,20,7.0
56135,2837161,3485,prior,40,0,11,8.0
56136,536784,3485,prior,41,2,20,9.0
56137,2621200,3485,prior,42,0,5,5.0
56138,660326,3485,prior,43,4,10,4.0
56139,1467877,3485,train,44,0,13,3.0
56140,2934730,3486,prior,1,0,8,
56141,446942,3486,prior,2,5,16,30.0
56142,376997,3486,prior,3,2,20,30.0
56143,878541,3486,prior,4,2,15,14.0
56144,2369635,3486,test,5,5,17,30.0
56145,3089969,3487,prior,1,6,17,
56146,1757226,3487,prior,2,1,16,2.0
56147,2910540,3487,prior,3,0,8,6.0
56148,2322896,3487,prior,4,3,18,10.0
56149,247747,3487,prior,5,5,13,30.0
56150,3092057,3487,train,6,3,15,30.0
56151,719306,3488,prior,1,6,14,
56152,1916890,3488,prior,2,4,13,12.0
56153,164885,3488,prior,3,4,15,7.0
56154,758364,3488,prior,4,3,8,6.0
56155,1023845,3488,prior,5,4,23,29.0
56156,2159850,3488,prior,6,1,11,11.0
56157,767751,3488,prior,7,3,14,2.0
56158,2665475,3488,test,8,2,11,30.0
56159,2766158,3489,prior,1,6,17,
56160,634717,3489,prior,2,1,0,16.0
56161,2640675,3489,prior,3,1,18,21.0
56162,169843,3489,train,4,4,15,10.0
56163,3341971,3490,prior,1,5,10,
56164,346232,3490,prior,2,2,14,4.0
56165,1954256,3490,prior,3,1,12,6.0
56166,1024478,3490,prior,4,3,0,9.0
56167,1598750,3490,prior,5,1,18,12.0
56168,1742304,3490,prior,6,3,13,2.0
56169,1605916,3490,prior,7,1,12,19.0
56170,2482020,3490,prior,8,1,13,0.0
56171,3137366,3490,prior,9,5,21,11.0
56172,1207733,3490,prior,10,0,20,2.0
56173,1590922,3490,prior,11,2,11,2.0
56174,1651537,3490,prior,12,0,17,5.0
56175,3048183,3490,prior,13,0,18,0.0
56176,2772476,3490,prior,14,4,19,4.0
56177,1237678,3490,prior,15,5,16,1.0
56178,124943,3490,prior,16,6,15,8.0
56179,2086606,3490,prior,17,5,16,6.0
56180,58606,3490,prior,18,6,17,1.0
56181,2666825,3490,prior,19,6,16,7.0
56182,2669509,3490,prior,20,4,10,5.0
56183,2521536,3490,prior,21,1,21,11.0
56184,1087093,3490,prior,22,1,15,14.0
56185,2229917,3490,prior,23,4,20,10.0
56186,2965299,3490,prior,24,4,20,7.0
56187,2570665,3490,prior,25,5,10,1.0
56188,1033461,3490,prior,26,3,18,5.0
56189,2080800,3490,prior,27,2,18,6.0
56190,520700,3490,prior,28,4,15,9.0
56191,267313,3490,prior,29,2,18,5.0
56192,3127014,3490,prior,30,2,17,7.0
56193,1948490,3490,prior,31,6,16,4.0
56194,2393855,3490,prior,32,1,14,2.0
56195,775000,3490,prior,33,4,19,3.0
56196,1557138,3490,prior,34,1,7,4.0
56197,1791002,3490,prior,35,0,10,6.0
56198,135245,3490,prior,36,6,13,6.0
56199,604631,3490,prior,37,0,11,1.0
56200,775242,3490,prior,38,1,22,1.0
56201,3156050,3490,prior,39,6,0,5.0
56202,2103942,3490,prior,40,3,12,4.0
56203,2530110,3490,prior,41,4,14,8.0
56204,829376,3490,prior,42,1,13,18.0
56205,1985741,3490,prior,43,4,18,10.0
56206,1615480,3490,prior,44,0,12,3.0
56207,753997,3490,prior,45,1,23,1.0
56208,1799088,3490,prior,46,6,16,5.0
56209,3040753,3490,prior,47,5,18,6.0
56210,938905,3490,prior,48,3,14,5.0
56211,2144425,3490,prior,49,5,14,2.0
56212,1039999,3490,prior,50,2,20,4.0
56213,2167537,3490,prior,51,4,9,2.0
56214,1022209,3490,prior,52,5,10,1.0
56215,2053471,3490,prior,53,6,13,1.0
56216,224174,3490,prior,54,4,22,5.0
56217,1802790,3490,prior,55,0,11,3.0
56218,3070527,3490,prior,56,3,18,3.0
56219,3278484,3490,prior,57,5,15,2.0
56220,794451,3490,prior,58,0,21,2.0
56221,2325575,3490,prior,59,0,13,7.0
56222,1274110,3490,prior,60,6,0,6.0
56223,353203,3490,prior,61,3,17,4.0
56224,2294603,3490,prior,62,6,13,3.0
56225,2625079,3490,prior,63,6,6,7.0
56226,2401569,3490,prior,64,2,19,3.0
56227,2850851,3490,prior,65,6,16,4.0
56228,2649077,3490,prior,66,0,15,1.0
56229,1268302,3490,prior,67,2,17,2.0
56230,2563882,3490,prior,68,5,12,10.0
56231,1128774,3490,prior,69,3,19,5.0
56232,1103147,3490,prior,70,1,16,5.0
56233,1338852,3490,prior,71,1,16,7.0
56234,1681868,3490,train,72,5,18,4.0
56235,1690005,3491,prior,1,4,11,
56236,3015315,3491,prior,2,6,15,2.0
56237,2072849,3491,prior,3,0,15,1.0
56238,168285,3491,prior,4,4,18,25.0
56239,2918513,3491,prior,5,5,14,1.0
56240,1834028,3491,prior,6,0,20,2.0
56241,284118,3491,prior,7,2,6,2.0
56242,202707,3491,prior,8,6,8,4.0
56243,1163764,3491,prior,9,2,11,3.0
56244,2384513,3491,prior,10,6,11,11.0
56245,393399,3491,prior,11,3,12,4.0
56246,581267,3491,prior,12,3,18,7.0
56247,1198934,3491,prior,13,1,10,12.0
56248,1164535,3491,prior,14,2,21,1.0
56249,1391123,3491,train,15,6,19,4.0
56250,2889307,3492,prior,1,5,13,
56251,82466,3492,prior,2,0,11,2.0
56252,2946985,3492,prior,3,4,11,4.0
56253,936949,3492,prior,4,5,19,1.0
56254,1658179,3492,prior,5,0,21,16.0
56255,1771393,3492,prior,6,4,21,4.0
56256,1139556,3492,prior,7,0,19,3.0
56257,1244496,3492,prior,8,2,19,2.0
56258,3416888,3492,prior,9,3,19,8.0
56259,3101238,3492,prior,10,0,16,4.0
56260,370191,3492,prior,11,4,21,4.0
56261,2735191,3492,prior,12,3,14,6.0
56262,1249539,3492,prior,13,3,17,14.0
56263,1476295,3492,prior,14,1,18,5.0
56264,694421,3492,prior,15,4,16,3.0
56265,293991,3492,prior,16,3,15,13.0
56266,127230,3492,prior,17,0,20,4.0
56267,2215093,3492,prior,18,2,17,2.0
56268,2147824,3492,prior,19,1,20,6.0
56269,451404,3492,prior,20,0,20,6.0
56270,246076,3492,prior,21,4,13,4.0
56271,1945149,3492,prior,22,1,12,4.0
56272,1295908,3492,prior,23,3,12,2.0
56273,1575110,3492,prior,24,5,16,2.0
56274,1961730,3492,prior,25,1,8,3.0
56275,1510518,3492,prior,26,1,20,7.0
56276,3324677,3492,prior,27,5,17,4.0
56277,2043088,3492,prior,28,3,21,12.0
56278,2581508,3492,prior,29,2,14,13.0
56279,2901135,3492,prior,30,1,21,6.0
56280,910509,3492,prior,31,0,11,6.0
56281,245978,3492,prior,32,0,17,7.0
56282,1602480,3492,prior,33,5,13,5.0
56283,977016,3492,prior,34,1,19,3.0
56284,1431199,3492,prior,35,4,19,10.0
56285,1035366,3492,prior,36,5,22,1.0
56286,2139004,3492,prior,37,0,20,16.0
56287,405414,3492,prior,38,1,19,15.0
56288,2831555,3492,prior,39,1,18,14.0
56289,1476869,3492,prior,40,5,20,4.0
56290,1725609,3492,prior,41,0,20,2.0
56291,2423233,3492,prior,42,2,12,2.0
56292,2913610,3492,prior,43,5,21,30.0
56293,795274,3492,prior,44,3,19,5.0
56294,2015928,3492,prior,45,0,19,4.0
56295,1943678,3492,prior,46,5,19,30.0
56296,2131897,3492,prior,47,5,20,14.0
56297,2989281,3492,train,48,5,22,7.0
56298,207362,3493,prior,1,4,17,
56299,249199,3493,prior,2,6,21,2.0
56300,396719,3493,prior,3,2,16,3.0
56301,912305,3493,prior,4,0,9,5.0
56302,10463,3493,prior,5,3,16,3.0
56303,3376582,3493,prior,6,3,15,7.0
56304,2771206,3493,prior,7,0,17,11.0
56305,1547036,3493,prior,8,0,17,30.0
56306,867495,3493,prior,9,1,15,30.0
56307,2875375,3493,prior,10,0,17,13.0
56308,1967470,3493,prior,11,6,20,27.0
56309,789832,3493,prior,12,3,17,25.0
56310,2567556,3493,prior,13,0,17,4.0
56311,1506106,3493,prior,14,0,14,30.0
56312,1572285,3493,prior,15,6,15,30.0
56313,943107,3493,prior,16,0,15,29.0
56314,1481909,3493,train,17,0,13,28.0
56315,831814,3494,prior,1,5,13,
56316,475792,3494,prior,2,5,14,0.0
56317,3420322,3494,prior,3,6,14,8.0
56318,1804588,3494,prior,4,6,21,7.0
56319,2365642,3494,prior,5,5,15,20.0
56320,1781063,3494,prior,6,1,17,17.0
56321,861674,3494,prior,7,0,20,6.0
56322,1589818,3494,prior,8,3,17,30.0
56323,3257124,3494,prior,9,4,6,30.0
56324,231913,3494,prior,10,2,19,5.0
56325,815348,3494,prior,11,5,19,3.0
56326,1789956,3494,prior,12,5,20,7.0
56327,108400,3494,prior,13,3,17,5.0
56328,3066952,3494,prior,14,5,13,2.0
56329,172152,3494,prior,15,4,10,6.0
56330,1046098,3494,prior,16,6,21,2.0
56331,2741124,3494,prior,17,5,19,13.0
56332,1609527,3494,prior,18,6,16,1.0
56333,2420206,3494,prior,19,4,20,5.0
56334,590248,3494,prior,20,5,18,30.0
56335,2637961,3494,prior,21,6,15,22.0
56336,650248,3494,test,22,6,16,7.0
56337,1396362,3495,prior,1,0,18,
56338,2942792,3495,prior,2,0,23,14.0
56339,853440,3495,prior,3,5,17,5.0
56340,924577,3495,prior,4,0,18,9.0
56341,1758435,3495,test,5,0,17,7.0
56342,1643024,3496,prior,1,5,9,
56343,2549357,3496,prior,2,1,18,24.0
56344,1002674,3496,prior,3,4,10,17.0
56345,1589333,3496,prior,4,5,9,8.0
56346,1353687,3496,prior,5,5,16,30.0
56347,1583384,3496,prior,6,0,15,2.0
56348,2311806,3496,prior,7,6,8,30.0
56349,1348598,3496,prior,8,3,7,30.0
56350,2068243,3496,prior,9,6,16,30.0
56351,1941232,3496,prior,10,0,15,30.0
56352,349703,3496,prior,11,0,15,30.0
56353,141850,3496,train,12,1,18,15.0
56354,2570037,3497,prior,1,6,8,
56355,1354803,3497,prior,2,3,7,11.0
56356,2034136,3497,prior,3,2,13,6.0
56357,2285472,3497,prior,4,5,9,10.0
56358,1514572,3497,prior,5,4,6,13.0
56359,2571226,3497,prior,6,2,8,5.0
56360,2915664,3497,prior,7,1,21,13.0
56361,1959168,3497,prior,8,5,6,11.0
56362,1046353,3497,prior,9,2,7,11.0
56363,2112449,3497,prior,10,4,8,9.0
56364,2609908,3497,prior,11,4,7,7.0
56365,828437,3497,prior,12,4,9,14.0
56366,1335894,3497,prior,13,0,7,10.0
56367,1971172,3497,prior,14,1,19,30.0
56368,3073023,3497,prior,15,2,8,8.0
56369,3079959,3497,prior,16,6,13,18.0
56370,86369,3497,prior,17,4,8,12.0
56371,3058358,3497,prior,18,1,9,18.0
56372,2401581,3497,prior,19,2,14,22.0
56373,2134323,3497,prior,20,3,10,8.0
56374,176100,3497,prior,21,1,16,5.0
56375,2504452,3497,prior,22,6,8,5.0
56376,976278,3497,prior,23,0,10,22.0
56377,3282138,3497,prior,24,3,8,3.0
56378,2292257,3497,prior,25,3,6,7.0
56379,2582823,3497,prior,26,0,11,11.0
56380,3296980,3497,prior,27,6,14,13.0
56381,510111,3497,prior,28,6,8,21.0
56382,3115664,3497,prior,29,4,7,12.0
56383,1323514,3497,prior,30,6,11,9.0
56384,2520234,3497,test,31,0,6,15.0
56385,2910348,3498,prior,1,0,10,
56386,3350012,3498,prior,2,0,10,14.0
56387,716256,3498,prior,3,0,13,14.0
56388,2460153,3498,train,4,1,9,30.0
56389,483660,3499,prior,1,5,12,
56390,2339656,3499,prior,2,1,9,10.0
56391,1649726,3499,prior,3,1,15,21.0
56392,2474199,3499,prior,4,2,19,30.0
56393,239254,3499,prior,5,2,11,7.0
56394,2947706,3499,prior,6,2,18,14.0
56395,3348499,3499,prior,7,0,16,19.0
56396,3138235,3499,prior,8,2,18,16.0
56397,2311820,3499,prior,9,1,18,13.0
56398,2818064,3499,prior,10,1,18,21.0
56399,1154528,3499,prior,11,0,21,20.0
56400,154187,3499,prior,12,0,21,0.0
56401,1410742,3499,prior,13,3,16,17.0
56402,3314777,3499,prior,14,2,14,6.0
56403,1386509,3499,prior,15,1,15,20.0
56404,1487958,3499,prior,16,6,14,5.0
56405,1936506,3499,prior,17,1,15,9.0
56406,252464,3499,prior,18,1,18,7.0
56407,2331206,3499,prior,19,3,17,9.0
56408,2045640,3499,prior,20,3,18,7.0
56409,2202489,3499,prior,21,3,18,14.0
56410,966489,3499,prior,22,0,13,11.0
56411,737869,3499,prior,23,3,18,17.0
56412,2283530,3499,train,24,0,23,18.0
56413,3367913,3500,prior,1,5,14,
56414,1309319,3500,prior,2,0,16,2.0
56415,2598986,3500,prior,3,5,17,5.0
56416,1180659,3500,prior,4,5,17,7.0
56417,2589354,3500,prior,5,5,12,7.0
56418,173612,3500,prior,6,6,21,15.0
56419,3334876,3500,prior,7,6,14,7.0
56420,315171,3500,prior,8,4,1,5.0
56421,2395700,3500,prior,9,6,18,9.0
56422,84415,3500,prior,10,0,18,1.0
56423,1701272,3500,prior,11,6,18,6.0
56424,163990,3500,prior,12,4,10,5.0
56425,1524746,3500,prior,13,4,15,7.0
56426,3322554,3500,prior,14,5,19,8.0
56427,1334639,3500,prior,15,0,13,2.0
56428,2881241,3500,prior,16,6,11,6.0
56429,1545619,3500,prior,17,6,16,7.0
56430,1093676,3500,prior,18,6,18,0.0
56431,1855877,3500,prior,19,0,17,8.0
56432,1387467,3500,prior,20,5,12,5.0
56433,3116025,3500,prior,21,3,12,12.0
56434,1001797,3500,prior,22,4,23,8.0
56435,1537631,3500,prior,23,4,12,7.0
56436,2512772,3500,prior,24,2,19,19.0
56437,2209649,3500,prior,25,5,17,10.0
56438,1362594,3500,prior,26,6,19,15.0
56439,1596967,3500,prior,27,6,17,7.0
56440,1671989,3500,prior,28,3,16,4.0
56441,2918951,3500,prior,29,5,17,2.0
56442,711128,3500,prior,30,3,16,5.0
56443,1626253,3500,prior,31,0,20,11.0
56444,2472859,3500,prior,32,5,16,5.0
56445,2294974,3500,prior,33,4,14,6.0
56446,782846,3500,prior,34,0,19,3.0
56447,1127579,3500,prior,35,4,14,4.0
56448,724837,3500,prior,36,6,13,9.0
56449,1000535,3500,prior,37,0,13,29.0
56450,1762609,3500,prior,38,6,13,6.0
56451,2448101,3500,prior,39,1,0,16.0
56452,359145,3500,prior,40,5,12,4.0
56453,1869886,3500,prior,41,2,17,18.0
56454,3083092,3500,prior,42,5,11,3.0
56455,872931,3500,prior,43,5,16,30.0
56456,1761110,3500,test,44,5,18,7.0
56457,3104803,3501,prior,1,5,21,
56458,372400,3501,prior,2,5,17,14.0
56459,2904573,3501,prior,3,6,15,30.0
56460,37170,3501,prior,4,1,13,9.0
56461,1340382,3501,prior,5,0,10,13.0
56462,763344,3501,train,6,1,12,15.0
56463,1179182,3502,prior,1,1,14,
56464,3200797,3502,prior,2,4,14,10.0
56465,1619336,3502,prior,3,1,10,30.0
56466,2941204,3502,prior,4,4,13,24.0
56467,1953757,3502,prior,5,2,11,30.0
56468,2557466,3502,prior,6,5,11,24.0
56469,1423995,3502,prior,7,2,14,30.0
56470,2097898,3502,prior,8,3,13,29.0
56471,544159,3502,prior,9,3,10,30.0
56472,823916,3502,train,10,2,13,20.0
56473,793089,3503,prior,1,0,12,
56474,371024,3503,prior,2,3,20,24.0
56475,2686179,3503,prior,3,4,10,8.0
56476,1584014,3503,prior,4,6,16,23.0
56477,521839,3503,prior,5,4,19,30.0
56478,665264,3503,prior,6,6,18,9.0
56479,601881,3503,prior,7,4,18,5.0
56480,1675604,3503,prior,8,3,18,6.0
56481,786901,3503,prior,9,0,16,4.0
56482,1396897,3503,prior,10,0,16,7.0
56483,2094743,3503,prior,11,2,17,9.0
56484,2315977,3503,prior,12,0,17,5.0
56485,3257045,3503,prior,13,3,18,10.0
56486,2751406,3503,prior,14,0,16,4.0
56487,2243254,3503,prior,15,4,17,4.0
56488,2482140,3503,prior,16,0,15,3.0
56489,2348157,3503,prior,17,1,17,8.0
56490,2984790,3503,prior,18,0,16,6.0
56491,227848,3503,prior,19,1,19,15.0
56492,1610640,3503,prior,20,3,11,2.0
56493,2211953,3503,prior,21,3,19,7.0
56494,1451076,3503,prior,22,3,19,0.0
56495,2244462,3503,prior,23,0,16,4.0
56496,446944,3503,prior,24,4,17,11.0
56497,2092993,3503,prior,25,0,19,24.0
56498,2185290,3503,prior,26,0,16,7.0
56499,2112123,3503,prior,27,0,16,21.0
56500,518264,3503,prior,28,5,18,5.0
56501,385312,3503,prior,29,2,19,11.0
56502,795849,3503,prior,30,0,18,5.0
56503,972576,3503,prior,31,2,19,9.0
56504,2265528,3503,prior,32,5,13,10.0
56505,2978095,3503,prior,33,4,12,6.0
56506,167717,3503,prior,34,5,8,8.0
56507,895606,3503,prior,35,1,18,17.0
56508,2113227,3503,prior,36,2,19,1.0
56509,2868102,3503,prior,37,0,18,12.0
56510,2491137,3503,prior,38,4,18,4.0
56511,1056626,3503,prior,39,0,17,3.0
56512,321291,3503,prior,40,3,17,3.0
56513,2278528,3503,train,41,0,17,4.0
56514,1036793,3504,prior,1,0,10,
56515,1059449,3504,prior,2,1,18,30.0
